"Bug编号","所属产品","所属模块","所属执行","相关需求","相关任务","Bug标题","关键词","严重程度","优先级","Bug类型","操作系统","浏览器","重现步骤","Bug状态","截止日期","激活次数","是否确认","抄送给","由谁创建","创建日期","影响版本","指派给","指派日期","解决者","解决方案","解决版本","解决日期","由谁关闭","关闭日期","重复ID","相关Bug","相关用例","最后修改者","修改日期","附件"
"2097","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","Modifications to the layout engine must not be performed from a background thread after it has been accessed from the main thread.","","1-Low","3","代码错误","","","当前展示的视图控制器:JHMessageCenterShellMainViewController

最后实例化的视图控制器:JHCPlusLoginViewController

2.6.0.012920 name:NSInternalInconsistencyException
reason:Modifications to the layout engine must not be performed from a background thread after it has been accessed from the main thread.

#0 CoreFoundation 000000000180E9D0FC ()
#1 libobjc.A.dylib 0000000001996EDD64 objc_exception_throw()
#2 CoreAutoLayout 0000000001999E17F0 -[NSISEngine withAutomaticOptimizationDisabled:]
#3 CoreAutoLayout 0000000001999E45C4 -[NSISEngine withBehaviors:performModifications:]
#4 UIKitCore 00000000018347B730 ()
#5 UIKitCore 00000000018366A518 -[UIView _switchToLayoutEngine:]
#6 UIKitCore 000000000183734F70 -[UIView _initializeHostedLayoutEngine]
#7 UIKitCore 00000000018345DF2C -[UIView _layoutEngineCreateIfNecessary]
#8 UIKitCore 0000000001837C2A5C ()
#9 UIKitCore 0000000001835B20D4 ()
#10 UIKitCore 00000000018351ECA0 ()
#11 UIKitCore 0000000001834FED8C -[UIView nsli_addConstraint:]
#12 CoreAutoLayout 0000000001999E3AE4 ()
#13 UIKitCore 0000000001834F9B4C -[UINavigationController _setUpContentFocusContainerGuide]
#14 UIKitCore 00000000018377C05C -[UINavigationController loadView]
#15 UIKitCore 00000000018345CD84 -[UIViewController loadViewIfRequired]
#16 UIKitCore 00000000018342FBF0 -[UIViewController view]
#17 UIKitCore 0000000001835EA060 -[UINavigationController pushViewController:transition:forceImmediate:]
#18 UIKitCore 000000000183592B04 -[UINavigationController swizzled_pushViewController:animated:]
#19 JHUniversalApp 000000000104DF84BC -[UINavigationController pushViewController:animated:]
#20 UIKitCore 00000000018353FD90 -[UINavigationController initWithRootViewController:]
#21 JHUniversalApp 000000000102A82E58 -[JHCPlusLogin getCPlusRootVC]
#22 JHUniversalApp 000000000102A81DC4 +[JHCPlusLogin CPlusLoginOut]
#23 JHUniversalApp 00000000010478A6B4 -[jinherIUSuperDelegate forceQuit:]
#24 JHUniversalApp 0000000001048AF850 -[OrgCore dealUserInfo::]
#25 JHUniversalApp 0000000001048AB638 -[OrgCore newJC6requestOrgInfo:strDateTimeInfo:AndUrlStr:]
#26 libdispatch.dylib 000000000180B0D924 ()
#27 libdispatch.dylib 000000000180B0F670 ()
#28 libdispatch.dylib 000000000180B12798 ()
#29 libdispatch.dylib



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:25:29","主干(#trunk)","余朝阳","2022-02-28 17:45:29","柴志勇","无法重现","","2022-02-28 17:44:21","","0000-00-00 00:00:00","0","","","柴志勇","2022-02-28 17:45:29","",""
"2096","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[_NSCoreDataTaggedObjectID propertyDescription]: unrecognized selector sent to instance 0x84956b3738899241","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[_NSCoreDataTaggedObjectID propertyDescription]: unrecognized selector sent to instance 0x84956b3738899241

#0 CoreFoundation 0000000001809910FC ()
#1 libobjc.A.dylib 0000000001991DDD64 objc_exception_throw()
#2 CoreFoundation 000000000180A6E0C4 +[NSObject _copyDescription]
#3 CoreFoundation 000000000180926524 ()
#4 CoreFoundation 000000000180925660 -[NSKVONotifying_MKUserLocation setCoordinate:]
#5 CoreData 000000000187F848F0 ()
#6 CoreData 000000000187F88CA0 ()
#7 CoreData 000000000187F8166C ()
#8 CoreData 000000000187F823D0 -[NSSQLFetchRequestContext executeRequestCore:]
#9 CoreData 0000000001880491F8 -[NSSQLStoreRequestContext executeRequestUsingConnection:]
#10 CoreData 000000000187FA8EEC ()
#11 CoreData 000000000187F7A674 ()
#12 libdispatch.dylib 000000000180603670 ()
#13 libdispatch.dylib 0000000001806128C4 ()
#14 CoreData 000000000187F787B0 ()
#15 CoreData 000000000187F857A4 -[NSSQLDefaultConnectionManager handleStoreRequest:]
#16 CoreData 000000000187F985C0 ()
#17 CoreData 000000000187F8E460 ()
#18 CoreData 000000000187F7B7CC -[NSSQLCore executeRequest:withContext:error:]
#19 CoreData 000000000188121C88 ()
#20 CoreData 000000000187F830C4 ()
#21 CoreData 000000000187FB4AC0 -[NSPersistentStoreCoordinator executeRequest:withContext:error:]
#22 CoreData 000000000187F79724 -[NSManagedObjectContext executeFetchRequest:error:]
#23 JHUniversalApp 00000000010664EE58 -[SMDataCollectionApi mainUploadDataWithServiceType:opeType:otherDict:]
#24 JHUniversalApp 00000000010664EC18 -[SMDataCollectionApi uploadDataWithServiceType:opeType:otherDict:]
#25 libdispatch.dylib 000000000180601924 ()
#26 libdispatch.dylib 000000000180603670 ()
#27 libdispatch.dylib 000000000180611B70 _dispatch_main_queue_callback_4CF()
#28 CoreFoundation 000000000180949D84 ()
#29 CoreFoundation 000000000180903F5C ()
#30 CoreFoundation 000000000180917468 CFRunLoopRunSpecific()
#31 GraphicsServices 00000000019C4B738C GSEventRunModa

","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:23:42","主干(#trunk)","余朝阳","2022-02-28 13:31:52","余朝阳","已解决","主干(#trunk)","2022-02-28 13:31:40","","0000-00-00 00:00:00","0","","","余朝阳","2022-02-28 13:31:52","",""
"2095","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","Attempted to scroll the table view to an out-of-bounds row (0) when there are only 0 rows in section 0. Table view: ; layer = ; contentOffset: {0, 0}; contentSize: {414, 0}; adjustedContentInset: {0, 0, 44, 0}; dataSource: >","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSRangeException
reason:Attempted to scroll the table view to an out-of-bounds row (0) when there are only 0 rows in section 0. Table view: ; layer = ; contentOffset: {0, 0}; contentSize: {414, 0}; adjustedContentInset: {0, 0, 44, 0}; dataSource: >
#0 CoreFoundation 0000000001A8C8986C ()
#1 libobjc.A.dylib 0000000001BDBF8C50 objc_exception_throw()
#2 CoreFoundation 0000000001A8B824A4 -[NSCache init]
#3 UIKitCore 0000000001AB84B16C -[UITableView _contentOffsetForScrollingToRowAtIndexPath:atScrollPosition:usingPresentationValues:]
#4 UIKitCore 0000000001AB84BE0C -[UITableView _scrollToRowAtIndexPath:atScrollPosition:animated:usingPresentationValues:]
#5 UIKitCore 0000000001AB84BC74 -[UITableView scrollToRowAtIndexPath:atScrollPosition:animated:]
#6 JHUniversalApp 000000000103CFB624 -[TCDeviceLiveListsViewController scrollViewDidEndDecelerating:]
#7 UIKitCore 0000000001ABB1A53C -[UIScrollView _scrollViewDidEndDeceleratingForDelegate]
#8 UIKitCore 0000000001ABB14D94 -[UIScrollView _stopScrollDecelerationNotify:]
#9 UIKitCore 0000000001AB85D5A8 -[UITableView _stopScrollingNotify:pin:]
#10 UIKitCore 0000000001ABB0C028 -[UIScrollView _smoothScrollWithUpdateTime:]
#11 UIKitCore 0000000001ABB0C2B8 -[UIScrollView _smoothScrollDisplayLink:]
#12 QuartzCore 0000000001ABF599E8 ()
#13 QuartzCore 0000000001AC032EAC ()
#14 CoreFoundation 0000000001A8BE0DD0 ()
#15 CoreFoundation 0000000001A8C05FE8 ()
#16 CoreFoundation 0000000001A8C05378 ()
#17 CoreFoundation 0000000001A8BFF08C ()
#18 CoreFoundation 0000000001A8BFE21C CFRunLoopRunSpecific()
#19 GraphicsServices 0000000001C0702784 GSEventRunModal()
#20 UIKitCore 0000000001AB63CFE0 -[UIApplication _run]
#21 UIKitCore 0000000001AB642854 UIApplicationMain()
#22 JHUniversalApp 00000000010676FDE8 -[VAUIFooterView .cxx_destruct]
#23 libdyld.dylib 0000000001A88BE6B0 ()

","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:20:29","主干(#trunk)","余朝阳","2022-02-28 11:16:35","余朝阳","已解决","主干(#trunk)","2022-02-28 11:16:16","","0000-00-00 00:00:00","0","","","余朝阳","2022-02-28 11:16:35","",""
"2092","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[UIScrollView removeAllSubViews]: unrecognized selector sent to instance 0x109129c00","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[UIScrollView removeAllSubViews]: unrecognized selector sent to instance 0x109129c00

#0 CoreFoundation 000000000180F090FC ()
#1 libobjc.A.dylib 000000000199743D64 objc_exception_throw()
#2 CoreFoundation 000000000180FE60C4 +[NSObject _copyDescription]
#3 UIKitCore 000000000184284030 -[UIResponder doesNotRecognizeSelector:]
#4 CoreFoundation 000000000180E9E524 ()
#5 CoreFoundation 000000000180E9D660 -[NSKVONotifying_MKUserLocation setCoordinate:]
#6 JHUniversalApp 00000000010271876C -[MsgAttachmentView showAttachMentsWith:]
#7 JHUniversalApp 0000000001026B7638 -[NewStoreCMMsgItemView showDetialContentWithMsg:]
#8 JHUniversalApp 0000000001026C5C38 -[StoreCMMsgCell showDetailWith:]
#9 JHUniversalApp 00000000010271543C -[StoreCMMsgListViewController tableView:cellForRowAtIndexPath:]
#10 UIKitCore 00000000018359F904 -[UITableView _createPreparedCellForGlobalRow:withIndexPath:willDisplay:]
#11 UIKitCore 00000000018379F4C4 -[UITableView _updateVisibleCellsForRanges:createIfNecessary:]
#12 UIKitCore 0000000001835C5750 -[UITableView _updateVisibleCellsNow:]
#13 UIKitCore 000000000183494118 -[UITableView layoutSubviews]
#14 UIKitCore 0000000001834A4798 -[UIView layoutSublayersOfLayer:]
#15 QuartzCore 000000000184C07138 ()
#16 QuartzCore 000000000184BF9958 ()
#17 QuartzCore 000000000184C0DF80 ()
#18 QuartzCore 000000000184C16874 ()
#19 UIKitCore 00000000018385ACE0 ()
#20 UIKitCore 000000000183AF55FC ()
#21 UIKitCore 0000000001841715B0 ()
#22 UIKitCore 000000000184170BA0 ()
#23 CoreFoundation 000000000180F2B0D0 ()
#24 CoreFoundation 000000000180F3BD90 ()
#25 CoreFoundation 000000000180E76098 ()
#26 CoreFoundation 000000000180E7B8A4 ()
#27 CoreFoundation 000000000180E8F468 CFRunLoopRunSpecific()
#28 GraphicsServices 00000000019CA1A38C GSEventRunModal()
#29 UIKitCore 000000000183831088 -[UIApplication _run]
#30 UIKitCore 0000000001835AF958 UIApplicationMain()
#31 JHUniversalApp 000000000103DAB878 -[VAUIFooterView .cxx_destruct]
#32 dyld



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:11:46","主干(#trunk)","李宽","2022-02-28 11:46:12","郭旭","已解决","主干(#trunk)","2022-02-28 11:45:04","","0000-00-00 00:00:00","0","","","郭旭","2022-02-28 11:46:12","",""
"2091","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","*** Collection  was mutated while being enumerated.","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:ShowStoreNewMapViewController

2.6.0.012920 name:NSGenericException
reason:*** Collection <__NSArrayM: 0x28287ddd0> was mutated while being enumerated.

#0 CoreFoundation 0000000001A0C69344 ()
#1 libobjc.A.dylib 0000000001A097ECC0 objc_exception_throw()
#2 CoreFoundation 0000000001A0C68CA0 -[__NSSingleObjectEnumerator initWithObject:collection:]
#3 JHUniversalApp 00000000010156D7F8 -[NewUploadController upload:andIndex:callBack:]
#4 JHUniversalApp 00000000010156D4EC -[NewUploadController getUploadDataWithRecordingModel:andIndex:callBack:]
#5 libdispatch.dylib 0000000001A090A134 ()
#6 libdispatch.dylib 0000000001A090B5AC ()
#7 libdispatch.dylib 0000000001A090DA1C ()
#8 libdispatch.dylib 0000000001A091A724 ()
#9 libdispatch.dylib 0000000001A091AED0 ()
#10 libsystem_pthread.dylib 0000000001A09716DC _pthread_wqthread()
#11 libsystem_pthread.dylib 0000000001A09779C8 start_wqthread()
ResponseCode = ““NotHaveUID““;
}

","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:11:00","主干(#trunk)","余朝阳","2022-02-28 13:29:54","余朝阳","已解决","主干(#trunk)","2022-02-28 13:29:35","","0000-00-00 00:00:00","0","","","余朝阳","2022-02-28 13:29:54","",""
"2088","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[NWConcrete_nw_resolver_config reachabilityChanged:]: unrecognized selector sent to instance 0x28081ff40","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[NWConcrete_nw_resolver_config reachabilityChanged:]: unrecognized selector sent to instance 0x28081ff40

#0 CoreFoundation 0000000001A1774878 ()
#1 libobjc.A.dylib 0000000001B5CCAC50 objc_exception_throw()
#2 CoreFoundation 0000000001A167B95C -[NSOrderedSet initWithSet:copyItems:]
#3 CoreFoundation 0000000001A1777444 ()
#4 CoreFoundation 0000000001A1779740 _CF_forwarding_prep_0()
#5 JHUniversalApp 000000000105A18D50 -[Reachability startNotifier]
#6 SystemConfiguration 0000000001A1C28BF8 ()
#7 SystemConfiguration 0000000001A1C29540 ()
#8 libnetwork.dylib 0000000001A23B6530 ()
#9 libdispatch.dylib 0000000001A136724C ()
#10 libdispatch.dylib 0000000001A1368DB0 ()
#11 libdispatch.dylib 0000000001A137010C ()
#12 libdispatch.dylib 0000000001A1370C5C ()
#13 libdispatch.dylib 0000000001A137AD78 ()
#14 libsystem_pthread.dylib 0000000001EAB8C804 _pthread_wqthread()
#15 libsystem_pthread.dylib 0000000001EAB9375C start_wqthread()

","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:07:54","主干(#trunk)","余朝阳","2022-02-24 17:41:47","平康","已解决","主干(#trunk)","2022-02-24 17:41:24","","0000-00-00 00:00:00","0","","","平康","2022-02-24 17:41:47","",""
"2086","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[LoginAndRegister getLoginStoreId]: unrecognized selector sent to instance 0x281a845a0","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[LoginAndRegister getLoginStoreId]: unrecognized selector sent to instance 0x281a845a0

#0 CoreFoundation 000000000180B2D04C ()
#1 libobjc.A.dylib 0000000001991A1F54 objc_exception_throw()
#2 CoreFoundation 000000000180C0A014 +[NSObject _copyDescription]
#3 CoreFoundation 000000000180AC2474 ()
#4 CoreFoundation 000000000180AC15B0 -[NSKVONotifying_MKUserLocation setCoordinate:]
#5 JHUniversalApp 000000000105796264 -[JHAutoMineViewController userHasLogined]
#6 CoreFoundation 000000000180ABEED8 ()
#7 CoreFoundation 000000000180B5AB8C ()
#8 CoreFoundation 000000000180B2DF44 ()
#9 CoreFoundation 000000000180AD4D44 _CFXNotificationPost()
#10 Foundation 0000000001822D0628 -[NSNotificationCenter postNotificationName:object:userInfo:]
#11 JHUniversalApp 000000000106FF7B50 __108-[JHServeLoginComManage doLoginNewWithAccount:Pword:authCode:Type:isFromThirdLogin:loginType:oneLoginToken:]_block_invoke_4()
#12 libdispatch.dylib 00000000010EE3E3B4 _dispatch_client_callout()
#13 libdispatch.dylib 00000000010EE41580 _dispatch_continuation_pop()
#14 libdispatch.dylib 00000000010EE57DC4 _dispatch_source_invoke()
#15 libdispatch.dylib 00000000010EE4E6F4 _dispatch_main_queue_callback_4CF()
#16 CoreFoundation 000000000180AE5CD4 ()
#17 CoreFoundation 000000000180A9FEAC ()
#18 CoreFoundation 000000000180AB33B8 CFRunLoopRunSpecific()
#19 GraphicsServices 00000000019C44338C GSEventRunModal()
#20 UIKitCore 0000000001834536A8 -[UIApplication _run]
#21 UIKitCore 0000000001831D27F4 UIApplicationMain()
#22 JHUniversalApp 000000000105CE794C main()
#23 dyld 00000000010EC6DA24 start()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:05:50","主干(#trunk)","余朝阳","2022-02-25 13:28:25","邹丽","无法重现","主干(#trunk)","2022-02-25 13:27:15","","0000-00-00 00:00:00","0","","","邹丽","2022-02-25 13:28:25","",""
"2085","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[JHWatermarkLocationView updateSubViewsWithInfoModel:]: unrecognized selector sent to instance 0x13232c550","","1-Low","3","代码错误","","","当前展示的视图控制器:JHTabBarController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[JHWatermarkLocationView updateSubViewsWithInfoModel:]: unrecognized selector sent to instance 0x13232c550

#0 CoreFoundation 000000000180B2D04C ()
#1 libobjc.A.dylib 0000000001991A1F54 objc_exception_throw()
#2 CoreFoundation 000000000180C0A014 +[NSObject _copyDescription]
#3 UIKitCore 000000000183EA35A0 -[UIResponder doesNotRecognizeSelector:]
#4 CoreFoundation 000000000180AC2474 ()
#5 CoreFoundation 000000000180AC15B0 -[NSKVONotifying_MKUserLocation setCoordinate:]
#6 JHUniversalApp 000000000103E548F8 -[JHPhotoLeftInfoView reflectUI]
#7 JHUniversalApp 000000000103E519A0 -[JHPhotoLeftInfoView setLayerModel:]
#8 JHUniversalApp 000000000103E4B898 +[JHPhotoTool complexImageWithImage:textObj:]
#9 JHUniversalApp 000000000103E4B4D4 +[JHPhotoTool complexTextWithImage:textObj:]
#10 JHUniversalApp 000000000103EC4528 __44-[SCCameraController getselfPhotoWithImage:]_block_invoke_2()
#11 JHUniversalApp 000000000103E58588 __42-[JHPhotoAutomaticCapture saveKeepMatImg:]_block_invoke_2()
#12 libdispatch.dylib 00000000010D3206D4 _dispatch_call_block_and_release()
#13 libdispatch.dylib 00000000010D3223B4 _dispatch_client_callout()
#14 libdispatch.dylib 00000000010D332898 _dispatch_main_queue_callback_4CF()
#15 CoreFoundation 000000000180AE5CD4 ()
#16 CoreFoundation 000000000180A9FEAC ()
#17 CoreFoundation 000000000180AB33B8 CFRunLoopRunSpecific()
#18 GraphicsServices 00000000019C44338C GSEventRunModal()
#19 UIKitCore 0000000001834536A8 -[UIApplication _run]
#20 UIKitCore 0000000001831D27F4 UIApplicationMain()
#21 JHUniversalApp 000000000104207AF4 main()
#22 dyld 00000000010D09DA24 start()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 14:05:08","主干(#trunk)","余朝阳","2022-02-25 14:54:04","李聪","无法重现","主干(#trunk)","2022-02-25 14:53:49","","0000-00-00 00:00:00","0","","","李聪","2022-02-25 14:54:04","",""
"2084","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","",":Application tried to present modally a view controller that is already being presented by .","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:Application tried to present modally a view controller that is already being presented by .
#0 CoreFoundation 000000000180B690FC ()
#1 libobjc.A.dylib 0000000001993B9D64 objc_exception_throw()
#2 UIKitCore 00000000018344D988 -[UIViewController _presentViewController:withAnimationController:completion:]
#3 UIKitCore 0000000001833B4F20 ()
#4 UIKitCore 0000000001830EC778 +[UIView performWithoutAnimation:]
#5 UIKitCore 000000000183238478 ()
#6 UIKitCore 0000000001831D5C74 ()
#7 UIKitCore 00000000018334B2E0 -[UIViewController _presentViewController:animated:completion:]
#8 UIKitCore 00000000018325D884 -[UIViewController jh_presentViewController:animated:completion:]
#9 JHUniversalApp 0000000001034728D8 -[UIViewController presentViewController:animated:completion:]
#10 JHUniversalApp 00000000010480CD44 -[AlertViewManager showView:]
#11 libdispatch.dylib 0000000001807D9924 ()
#12 libdispatch.dylib 0000000001807DB670 ()
#13 libdispatch.dylib 0000000001807E9B70 _dispatch_main_queue_callback_4CF()
#14 CoreFoundation 000000000180B21D84 ()
#15 CoreFoundation 000000000180ADBF5C ()
#16 CoreFoundation 000000000180AEF468 CFRunLoopRunSpecific()
#17 GraphicsServices 00000000019C69338C GSEventRunModal()
#18 UIKitCore 0000000001834925D0 -[UIApplication _run]
#19 UIKitCore 000000000183210F74 UIApplicationMain()
#20 JHUniversalApp 00000000010361597C -[VAUIFooterView .cxx_destruct]
#21 dyld 000000000106B5DAA4 start()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 13:55:13","主干(#trunk)","李宽","2022-02-25 16:23:16","郭旭","已解决","主干(#trunk)","2022-02-25 16:19:00","","0000-00-00 00:00:00","0","","","郭旭","2022-02-25 16:23:16","",""
"2082","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","*** -[__NSArray0 objectAtIndex:]: index 0 beyond bounds for empty NSArray","","1-Low","3","代码错误","","","当前展示的视图控制器:JHUIWebViewController

最后实例化的视图控制器:JHUIWebViewController

2.6.0.012920 name:NSRangeException
reason:*** -[__NSArray0 objectAtIndex:]: index 0 beyond bounds for empty NSArray

#0 CoreFoundation 000000000182B49C9C ()
#1 libobjc.A.dylib 000000000199CFD758 objc_exception_throw()
#2 CoreFoundation 000000000182BCA210 ()
#3 JHUniversalApp 000000000106353564 -[CvVideoCamera createVideoDataOutput]
#4 libdispatch.dylib 000000000182815194 ()
#5 libdispatch.dylib 000000000182816198 ()
#6 libdispatch.dylib 0000000001827C25D0 ()
#7 CoreFoundation 000000000182B057E8 ()
#8 CoreFoundation 000000000182AC30E8 ()
#9 CoreFoundation 000000000182AD5D7C CFRunLoopRunSpecific()
#10 GraphicsServices 00000000019CD4A9A0 GSEventRunModal()
#11 UIKitCore 00000000018530805C -[UIApplication _run]
#12 UIKitCore 00000000018509DCE0 UIApplicationMain()
#13 JHUniversalApp 000000000105BB4218 -[VAUIFooterView .cxx_destruct]
#14 dyld 0000000001076A8190 start()
univer:=>21:09:34.430 -[JHMessageEntity dealloc] 消息体销毁了
univer:=>21:09:35.405 -[JHMessageEntity dealloc] 消息体销毁了



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 13:51:25","主干(#trunk)","余朝阳","2022-02-25 13:48:25","余朝阳","无法重现","主干(#trunk)","2022-02-25 13:47:58","","0000-00-00 00:00:00","0","","","余朝阳","2022-02-25 13:48:25","",""
"2081","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[__NSDictionaryI InspectOptionGuideList]: unrecognized selector sent to instance 0x2810a02a0","","1-Low","3","代码错误","","","当前展示的视图控制器:ShowStoreNewMapViewController

最后实例化的视图控制器:ShowStoreNewMapViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[__NSDictionaryI InspectOptionGuideList]: unrecognized selector sent to instance 0x2810a02a0

#0 CoreFoundation 0000000001A3FA8128 ()
#1 libobjc.A.dylib 0000000001B7CBB480 objc_exception_throw()
#2 CoreFoundation 0000000001A3EB7138 -[NSOrderedSet initWithSet:copyItems:]
#3 CoreFoundation 0000000001A3FAA784 ()
#4 CoreFoundation 0000000001A3FAC9AC -[NSKVONotifying_MKUserLocation setCoordinate:]
#5 JHUniversalApp 0000000001021CC370 -[SuPatrolAddController toCheckUploadInfoWithHandler:]
#6 JHUniversalApp 0000000001021CB228 -[SuPatrolAddController submitData]
#7 JHUniversalApp 0000000001021CB158 -[SuPatrolAddController ibaUploadAction]
#8 JHUniversalApp 000000000102DA50B4 -[FiveWatermarkView didUploadImageUrl:isUploaded:]
#9 JHUniversalApp 000000000102CE4E50 -[JHLazyTableImages addUploadImageForCell:withModel:]
#10 JHUniversalApp 000000000102F2496C -[JHFileUpload secondMethod]
#11 Foundation 0000000001A5289B0C ()
#12 Foundation 0000000001A51868C8 -[NSBlockOperation main]
#13 Foundation 0000000001A528BDA8 ()
#14 Foundation 0000000001A5186584 -[NSOperation start]
#15 Foundation 0000000001A528C7A0 ()
#16 Foundation 0000000001A528C26C ()
#17 libdispatch.dylib 0000000001A3B8F3E8 ()
#18 libdispatch.dylib 0000000001A3BE0298 ()
#19 libdispatch.dylib 0000000001A3B8ECE4 ()
#20 CoreFoundation 0000000001A3F27170 ()
#21 CoreFoundation 0000000001A3F215D0 ()
#22 CoreFoundation 0000000001A3F206A8 CFRunLoopRunSpecific()
#23 GraphicsServices 0000000001BA5D0570 GSEventRunModal()
#24 UIKitCore 0000000001A683E370 -[UIApplication _run]
#25 UIKitCore 0000000001A68438EC UIApplicationMain()
#26 JHUniversalApp 000000000102D8A724 -[VAUIFooterView .cxx_destruct]
#27 libdyld.dylib 0000000001A3BFF140 ()

","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 13:49:45","主干(#trunk)","李宽","2022-02-28 17:00:07","郭旭","已解决","主干(#trunk)","2022-02-28 16:57:39","","0000-00-00 00:00:00","0","","","郭旭","2022-02-28 17:00:07","",""
"2080","iOS  临时项目(#95)","/(#0)","【研发】【稳定性bug库】(#583)","","","-[__NSCFString reachabilityChanged:]: unrecognized selector sent to instance 0x282775e00","","1-Low","3","代码错误","","","当前展示的视图控制器:LayoutEngineViewController

最后实例化的视图控制器:JHCSRotationImageViewController

2.6.0.012920 name:NSInvalidArgumentException
reason:-[__NSCFString reachabilityChanged:]: unrecognized selector sent to instance 0x282775e00

#0 CoreFoundation 0000000001AC45D9D4 ()
#1 libobjc.A.dylib 0000000001BFE0EB54 objc_exception_throw()
#2 CoreFoundation 0000000001AC36DBAC -[NSOrderedSet initWithSet:copyItems:]
#3 CoreFoundation 0000000001AC460018 ()
#4 CoreFoundation 0000000001AC461F8C _CF_forwarding_prep_0()
#5 JHUniversalApp 0000000001053BA428 -[Reachability startNotifier]
#6 SystemConfiguration 0000000001AC8FAD44 ()
#7 SystemConfiguration 0000000001AC8FB5E0 ()
#8 libnetwork.dylib 0000000001AD04FEAC ()
#9 libdispatch.dylib 0000000001AC095298 ()
#10 libdispatch.dylib 0000000001AC096280 ()
#11 libdispatch.dylib 0000000001AC0724F0 ()
#12 libdispatch.dylib 0000000001AC072FDC ()
#13 libdispatch.dylib 0000000001AC07C800 ()
#14 libsystem_pthread.dylib 0000000001F2A6A5A4 _pthread_wqthread()
#15 libsystem_pthread.dylib 0000000001F2A6D874 start_wqthread()



","已解决","0000-00-00","0","是","","余朝阳","2022-02-24 13:48:45","主干(#trunk)","余朝阳","2022-02-24 17:42:07","平康","已解决","主干(#trunk)","2022-02-24 17:41:50","","0000-00-00 00:00:00","0","","","平康","2022-02-24 17:42:07","",""
